Tipo,Label,Nombre
E,"De nuevo usando las opciones de esta tarjeta, ¿qué tan dispuesto está Usted a Pagar más impuestos si éstos recursos se revierten en mejoras para la ciudad",MC21E_1
E,"De nuevo usando las opciones de esta tarjeta, ¿qué tan dispuesto está Usted a Pagar más impuestos si éstos recursos son manejados con transparencia",MC21E_2
E,"De nuevo usando las opciones de esta tarjeta, ¿qué tan dispuesto está Usted a Cumplir normas de las autoridades que puedan representar algún tipo de costo o sacrificio personal; restricciones en horas de cierre de establecimientos de diversión",MC21E_3
E,"De nuevo usando las opciones de esta tarjeta, ¿qué tan dispuesto está Usted a Colaborar con las autoridades en temas de seguridad ciudadana, denunciando delitos o entregando información a la policía",MC21E_4
E,"De nuevo usando las opciones de esta tarjeta, ¿qué tan dispuesto está Usted a Mejorar su comportamiento y cultura ciudadanas",MC21E_5
E,"De nuevo usando las opciones de esta tarjeta, ¿qué tan dispuesto está Usted a Aumentar su nivel de participación en los asuntos públicos y control social",MC21E_6
N,"Sí se fuera a elegir alcalde para CIUDAD, ¿cuáles de los aspectos serían las tres más importantes por las que Usted tome la decisión de elegir a un candidato? -Primera mención",MC22_1
N,"Sí se fuera a elegir alcalde para CIUDAD, ¿cuáles de los aspectos serían las tres más importantes por las que Usted tome la decisión de elegir a un candidato? -Segunda mención",MC22_2
N,"Sí se fuera a elegir alcalde para CIUDAD, ¿cuáles de los aspectos serían las tres más importantes por las que Usted tome la decisión de elegir a un candidato? - Tercera mención",MC22_3
C,¿Razones importantes por las que elegiría a un candidato como alcalde de Bogotá en las próximas elecciones??,MC22A_*
N,"Respecto a alimentación y nutrición, ¿cuál de estas propuestas sería la que más apoyaría?",MC23
N,De los siguientes sectores económicos cuál considera que se debe impulsar más para lograr el desarrollo productivo de la ciudad,MC24
N,"Ahora bien, de los siguientes temas que son importantes en Bogotá, ¿cuáles deberían ser los dos que el próximo alcalde de Bogotá tuviera como prioridad? - Primera -",MC25_1
N,"Ahora bien, de los siguientes temas que son importantes en Bogotá, ¿cuáles deberían ser los dos que el próximo alcalde de Bogotá tuviera como prioridad? - Segunda -",MC25_2
N,Respecto al medio ambiente y cambio climático ¿cuál de estas propuestas sería la que más apoyaría?,MC26
N,¿Cuáles serían para Usted las tres poblaciones a las que debería prestarles más atención el próximo alcalde? Primero,MC26_1
N,¿Cuáles serían para Usted las tres poblaciones a las que debería prestarles más atención el próximo alcalde? Segundo,MC26_2
N,¿Cuáles serían para Usted las tres poblaciones a las que debería prestarles más atención el próximo alcalde? Tercero,MC26_3
N,"Con respecto a las finanzas del Municipio, cuál de estas propuestas escogería",MC27
N,"Con respecto a Fortalecimiento de las finanzas del DISTRITO, cuál de estas propuestas escogería",MC28
N,"Con respecto a Inversión e impuestos, cuál de estas propuestas escogería",MC29
C,¿Cuál es la acción que debe emprender el próximo Alcalde o Alcaldesa para mejorar los siguientes temas en CIUDAD?-fortalecimiento de la seguridad,MC2A_*
N,"Respecto a la calidad y cobertura de la educación, ¿cuál de estas propuestas escogería?",MC3
N,Respecto a la gestión y finanzas públicas ¿cuál de estas propuestas escogería?,MC30
N,Respecto a Mejor Gestión Gubernamental? ¿cuál de estas propuestas escogería?,MC31
E,Voy a leerle algunas frases relacionadas con las finanzas de la ciudad. ¿ está usted de acuerdo o no con cada una de ellas?. Para esto voy a darle una escala  de 1 a 5:  La ciudad necesita más recursos para seguir creciendo.,MC31A
E,Voy a leerle algunas frases relacionadas con las finanzas de la ciudad. Está usted de acuerdo o no con cada una de ellas-Para que la ciudad cuente con más recursos se debe cobrar el servicio de alumbrado público a los usuarios.,MC31B
E,Voy a leerle algunas frases relacionadas con las finanzas de la ciudad. Está usted de acuerdo o no con ellas- Para que la ciudad cuente con más recursos se deben incrementar las tarifas de industria y comercio,MC31C
E,Voy a leerle algunas frases relacionadas con las finanzas de la ciudad. Está usted de acuerdo o no con ellas-Para que la ciudad cuente con más recursos se debe cobrar a todos los predios de la ciudad el impuesto predial.,MC31D
E,Voy a leerle algunas frases relacionadas con las finanzas de la ciudad. Está usted de acuerdo o no con ellas-Para que la ciudad cuente con más recursos debería pedir préstamos a entidades financieras nacionales o internacionales.,MC31E
E,Voy a leerle algunas frases relacionadas con las finanzas de la ciudad. Está usted de acuerdo o no con cada una de ellas-Para que la ciudad cuente con más recursos debería vender algunas de las empresas del distrito como la ETB .,MC31F
C,¿Cuál es la acción que debe emprender el próximo Alcalde o Alcaldesa para mejorar los siguientes temas en CIUDAD?-mejorar la educación escolar,MC3A_*
N,"Respecto a la calidad y cobertura de la salud, ¿cuál de estas propuestas escogería?",MC4
C,¿Cuál es la acción que debe emprender el próximo Alcalde o Alcaldesa para mejorar los siguientes temas en CIUDAD?-mejorar la salud,MC4A_*
N,"Respecto al mejoramiento de la movilidad vial, ¿cuál de estas propuestas escogería?",MC5
C,¿Cuál es la acción que debe emprender el próximo Alcalde o Alcaldesa para mejorar los siguientes temas en CIUDAD?-mejorar la movilidad,MC5A_*
N,"Respecto al incremento y calidad del espacio público, ¿cuál de estas propuestas escogería?",MC6
C,¿Cuál es la acción que debe emprender el próximo Alcalde para mejorar los temas en CIUDAD?-proteger y conservar el medio ambiente y enfrentar el cambio climático,MC6A_*
N,"Respecto a la atención a poblaciones vulnerables y pobres, ¿cuál de estas propuestas escogería?",MC7
C,¿Cuál es la acción que debe emprender el próximo Alcalde o Alcaldesa para mejorar los siguientes temas en CIUDAD?-reducir la pobreza,MC7A_*
N,"Respecto al mejoramiento de los servicios públicos, ¿cuál de estas propuestas escogería?",MC8
N,"Con respecto a los servicios públicos, cuál de estas propuestas escogería:",MC8A
C,¿Qué puede hacer usted como ciudadano para ayudar a tener una mejor ciudad?,MC8A_*
N,"Respecto al mejoramiento dela oferta de vivienda, ¿cuál de estas propuestas escogería?",MC9
C,Para acceder a puestos de trabajo ¿Usted considera que en [CIUDAD] hay discriminación por razones de?,MG1_*
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Edad?,MG1A_1
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Raza o grupo étnico?,MG1A_2
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Género; por ser hombre o mujer?,MG1A_3
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Orientación sexual o identidad de género?,MG1A_4
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Condición económica?,MG1A_5
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Tener alguna discapacidad?,MG1A_6
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Ser desplazados?,MG1A_7
N,¿Usted considera que en [CIUDAD] hay discriminación por razones de Ser desmovilizados/ reinsertados?,MG1A_8
N,¿Usted considera que en [CIUDAD] hay discriminación por ser Personas que estuvieron privadas de libertad,MG1A_9
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de Edad?,MG1B_1
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de por razones de Raza o grupo étnico?,MG1B_2
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de por razones de Género; por ser hombre o mujer?,MG1B_3
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de por razones de Orientación sexual o identidad de género?,MG1B_4
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de por razones de Condición económica?,MG1B_5
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de por razones de Tener alguna discapacidad?,MG1B_6
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones de por razones de Ser desplazados?,MG1B_7
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones den por razones de Ser desmovilizados/ reinsertados?,MG1B_8
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE TRABAJO por razones den por razones de Personas que perdieron la libertad,MG1B_9
C,Y para acceder a puestos de poder ¿Usted considera que en [CIUDAD] hay discriminación por razones de?,MG2_*
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de Edad?,MG2B_1
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de por razones de Raza o grupo étnico?,MG2B_2
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de por razones de Género; por ser hombre o mujer?,MG2B_3
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de por razones de Orientación sexual o identidad de género?,MG2B_4
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de por razones de Condición económica?,MG2B_5
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de por razones de Tener alguna discapacidad?,MG2B_6
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones de por razones de Ser desplazados?,MG2B_7
N,¿Usted considera que en [CIUDAD] hay discriminación para acceder a PUESTOS DE PODER por razones den por razones de Ser desmovilizados/ reinsertados?,MG2B_8
C,¿En cuál o cuáles de los siguientes ámbitos de la vida en CIUDAD cree Usted que las mujeres son discriminadas?,MG3_*
C,¿En cuál o cuáles de los siguientes ámbitos de la vida cree Usted que hay discriminación en [CIUDAD]?,MG3A_*
E,"Usando las opciones de esta tarjeta, donde 1 es nada frecuente y 5 es muy frecuente, ¿qué tan frecuente considera usted que es la violencia contra las mujeres en [CIUDAD]? Puede utilizar cualquier número de la escala.",MG4A
C,¿Cuál considera Usted que es el tipo de violencia más común en contra de las mujeres de CIUDAD?,MG5A_*
N,"En su relación de pareja, ¿quién decide sobre el uso de métodos anticonceptivos?",MG6
N,"De las siguientes tareas o actividades, ¿quién las realiza normalmente en su hogar, los hombres, las mujeres o ambos?-Cuidado de los niños y niñas",MG7_1
N,"De las siguientes tareas o actividades, ¿quién las realiza normalmente en su hogar, los hombres, las mujeres o ambos?-Cuidado de los enfermos",MG7_2
N,"De las siguientes tareas o actividades, ¿quién las realiza normalmente en su hogar, los hombres, las mujeres o ambos?-Cuidado de las personas mayores",MG7_3
N,"De las siguientes tareas o actividades, ¿quién las realiza normalmente en su hogar, los hombres, las mujeres o ambos?-Cuidado de la mascota",MG7_4
N,"De las siguientes tareas o actividades, ¿quién las realiza normalmente en su hogar, los hombres, las mujeres o ambos?-Mantenimiento de la casa",MG7_5
N,"De las siguientes tareas o actividades, ¿quién las realiza normalmente en su hogar, los hombres, las mujeres o ambos?-Decoración de la casa",MG7_6
E,"Usando las opciones de esta tarjeta, ¿qué tan frecuente considera usted que es la violencia contra niñas y niños en CIUDAD, en una escala de 1 a 5, siendo 1 nada frecuente y 5 muy frecuente?",MG8
N,¿Cuál considera Usted que es el tipo de violencia más común en contra de niñas y niños de [CIUDAD]?,MG8A
N,Quien se encarga principalmente del trabajo doméstico en su hogar?,MG9
N,Actualmente Usted...?,MV1
E,"Como consecuencia del servicio de Metrolínea, usted diría que la calidad de vida en el área metropolitana de Bucaramanga",MV10
N,En su opinión ¿cuál es el principal problema actual de Metrolínea?,MV12
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Frecuencia de los buses articulados",MV12A
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Tiempo de Viaje en los recorridos.",MV12B
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Cobertura de las rutas",MV12C
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Información sobre las rutas del sistema.",MV12D
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Confort del bus (temperatura, ruido, limpieza, iluminación disponibilidad y comodidad de las sillas)",MV12E
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Confort de las estaciones (limpieza, iluminación, temperatura, ruido, amplitud)",MV12F
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Satisfacción con la cantidad de gente dentro del bus",MV12G
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Satisfacción con la cantidad de gente dentro de la estación.",MV12H
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Servicio del orientador en la estación e información visual y sonora",MV12I
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Venta y Recarga de la tarjeta dentro y fuera del Sistema",MV12J
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Accesibilidad y circulación para las personas con discapacidad o con restricciones de movilidad dentro de la estación y el bus.",MV12K
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Normas de seguridad para la prestación del servicio dentro de la estación y el bus",MV12L
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Seguridad ciudadana dentro de los buses y las estaciones",MV12M
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Cercanía de las estaciones a su lugar de origen y destino",MV12N
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Servicio de Buses alimentadores para recoger o dejar usuarios en las estaciones",MV12O
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Respeto en la vía hacia Metrolinea por parte de motociclistas, conductores, ciclistas, peatones (ocupación carril, cruces, alimentadores)",MV12P
N,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del Sistema Metrolinea, usando estas opciones? Difusión de programas y normas de cultura ciudadana en torno al Metrolínea",MV12Q
E,"¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - La semaforización de vías [ESTADO, MANTENIMIENTO Y COORDINACIÓN]",MV13_1
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - La atención de accidentes; [RAPIDEZ Y EFICIENCIA],MV13_10
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - La señalización de las obras,MV13_11
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Los sitios para parquear en la ciudad,MV13_12
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Los paraderos en la ciudad,MV13_13
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Los desvíos por obras en la ciudad,MV13_14
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Las zonas azules,MV13_15
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - El respeto por las normas de tránsito,MV13_16
E,"¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - La semaforización de cruces peatonales; estado, mantenimiento y coordinación",MV13_17
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? - Estrategias para prevenir y mitigar el impacto de los arroyos en la movilidad de la ciudad,MV13_18
E,"¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Puentes peatonales, ubicación, seguridad, comodidad",MV13_19
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Los semáforos de cruces peatonales,MV13_2
E,"¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Control a la velocidad de los buses, busetas y colectivos",MV13_20
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala -La adecuación de espacios en el transporte público para mujeres en embarazo,MV13_21
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Adecuación de paraderos para discapacitados,MV13_22
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala -O.	La adecuación de espacios en el transporte público para mujeres en embarazo,MV13_23
E,¿Qué tan satisfecho(a) está usted con los siguientes  usando estas opciones? Puede utilizar cualquier número de la escala - El control al transporte público,MV13_24
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - La señalización de vías; [SUFICIENCIA Y COHERENCIA],MV13_3
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Las cebras para paso peatonal; [SUFICIENCIA Y DEMARCACIÓN],MV13_4
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Los [GUARDAS/ POLICÍAS Y] agentes de tránsito; [SUFICIENCIA Y CAPACITACIÓN],MV13_5
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Las campañas educativas; [SUFICIENCIA Y EFICACIA],MV13_6
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - La organización y control del transporte público suficiencia,MV13_7
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - Los andenes,MV13_8
E,¿Qué tan insatisfecho(a) o satisfecho(a) está usted con los siguientes aspectos relacionados con el tránsito de [CIUDAD]? Puede utilizar cualquier número de la escala - El control al cumplimiento de normas de tránsito,MV13_9
E,¿Qué tan satisfecho(a) está usted con el estado de las vías en general de [CIUDAD] usando estas opciones? Puede utilizar cualquier número de la escala,MV14
C,¿Por qué razón califica así la satisfacción con el estado de las vías de la ciudad? ¿Alguna otra razón? - Calificaciones 1 y 2,MV14A_12_*
C,¿Por qué razón califica así la satisfacción con el estado de las vías de la ciudad? ¿Alguna otra razón? - Calificación 3,MV14A_3_*
C,¿Por qué razón califica así la satisfacción con el estado de las vías de la ciudad? ¿Alguna otra razón? - Calificaciones 4 y 5,MV14A_45_*
E,El sistema estratégico de transporte público SETP es un proyecto que busca mejorar el control del transporte público en Manizales. ¿Qué tanto cree usted que el SEPT va a mejorar la movilidad en Manizales?,MV15
C,¿Qué espera Usted del metro de Bogotá propuesto por el Alcalde Samuel Moreno?,MV15A_*
N,¿Qué espera Usted del metro de Bogotá propuesto por el Alcalde Samuel Moreno?,MV15A_CLA
C,¿Qué espera Usted del metro de Bogotá propuesto por el Alcalde Samuel Moreno?,MV15A_NE_*
C,¿Qué espera Usted del metro de Bogotá propuesto por el Alcalde Samuel Moreno?,MV15A_PO_*
C,¿Qué espera Usted del sistema de transporte masivo Metrolínea que acaba de entrar en operación en el área metropolitana de Bucaramanga?,MV15B_NE_*
C,¿Qué espera Usted del sistema de transporte masivo Metrolínea que acaba de entrar en operación en el área metropolitana de Bucaramanga?,MV15B_PO_*
E,"Con la puesta en marcha del MIO, usted diría que la calidad de vida en la ciudad ¿mejoró mucho, mejoró algo, sigue igual, empeoró algo o empeoró mucho, frente a la que Usted tenía antes de que existiera este servicio?",MV16
N,"Comparando el servicio de MIO con el de los buses, busetas y colectivos, ¿el MIO le parece _____?",MV17
N,Cree que el MÍO va a mejorar la congestión del tránsito en la ciudad?,MV17A
N,Cree necesario crear un tren que una las ciudades vecinas con Cali?,MV17B
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Frecuencia de los buses articulados",MV18_1
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - La cantidad de gente dentro de la estación",MV18_10
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Servicio del orientador en la estación e información visual y sonora",MV18_11
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Venta y Recarga de la tarjeta dentro y fuera del Sistema",MV18_12
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones?- Accesibilidad y circulación para las personas discapacitadas o con restricciones de movilidad dentro de la estación y el bus.",MV18_13
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Normas de seguridad para la prestación del servicio dentro de la estación y el bus",MV18_14
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Seguridad ciudadana dentro de los buses y las estaciones",MV18_15
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Cercanía de las estaciones a su lugar de origen y destino",MV18_16
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones?- Respeto en la vía hacia el MIO por parte de motociclistas, conductores, ciclistas, peatones; ocupación carril, cruces, alimentadores",MV18_17
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Difusión de programas y normas de cultura ciudadana en torno al MIO",MV18_18
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala -Servicio de Buses alimentadores para recoger o dejar usuarios en las estaciones",MV18_19
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Frecuencia de los buses padrones",MV18_2
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Frecuencia de los buses alimentadores",MV18_3
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Tiempo de Viaje en los recorridos",MV18_4
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Cobertura de las rutas",MV18_5
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Información sobre las rutas del sistema",MV18_6
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Confort del bus; temperatura, ruido, limpieza, iluminación disponibilidad y comodidad de las sillas",MV18_7
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - Confort de las estaciones; limpieza, iluminación, temperatura, ruido, amplitud",MV18_8
E,"¿Qué tan satisfecho(a) está usted con los siguientes aspectos del MIO, usando estas opciones? Puede utilizar cualquier número de la escala - La cantidad de gente dentro del bus",MV18_9
E,"Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Respeto al carril ""Solo BUS""",MV19_1
E,Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Cumplimiento con las normas de tránsito en las vías troncales y pre troncales del MIO,MV19_2
E,Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Cuidado para mantener el aseo y el buen estado de las estaciones y buses del MIO,MV19_3
E,Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Hacer fila para ingresar y salir de la estación y del bus,MV19_4
E,"Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en - Solidaridad con usuarios que desconozcan su uso, tengan restricciones de movilidad o estén en dificultades para ingresar, salir de estación, bus",MV19_5
E,Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Solidaridad para mejorar la seguridad como usuarios y como ciudadanos dentro de la estación y del bus,MV19_6
E,"Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en -Solidaridad para ceder el puesto a niños, mujeres embarazadas, con niños pequeños, ancianos, personas en situación de discapacidad, restricciones de movilidad",MV19_7
E,Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Solidaridad para evitar abusos físicos y/o verbales contra mujeres y niños dentro de la estación y del bus,MV19_8
E,Califique el comportamiento de los ciudadanos con el sistema de transporte MIO en relación con los siguientes aspectos - Solidaridad para evitar y/o controlar problemas de convivencia en la estación y el bus,MV19_9
E,"¿Qué tan satisfecho(a) está usted con la disponibilidad y el mantenimiento del nuevo espacio público creado por el MIO, usando estas opciones? Puede utilizar cualquier número de la escala.- Zonas Verdes",MV19A_1
E,"¿Qué tan satisfecho(a) está usted con la disponibilidad y el mantenimiento del nuevo espacio público creado por el MIO, usando estas opciones? Puede utilizar cualquier número de la escala.- Andenes",MV19A_2
E,"¿Qué tan satisfecho(a) está usted con la disponibilidad y el mantenimiento del nuevo espacio público creado por el MIO, usando estas opciones? Puede utilizar cualquier número de la escala.- Plazoletas",MV19A_3
E,"¿Qué tan satisfecho(a) está usted con la disponibilidad y el mantenimiento del nuevo espacio público creado por el MIO, usando estas opciones? Puede utilizar cualquier número de la escala.- Separadores viales",MV19A_4
N,"¿Usted trabaja o estudia en Yumbo, en Cali o en otro municipio? ",MV1A
N,Y específicamente Ud. _____?,MV1B
N,"Está buscando trabajo, o no está buscando trabajo?",MV1C
N,"Usted percibe que, en general sus trayectos habituales en el último año, ¿toman el mismo tiempo, toman más tiempo, o toman menos tiempo que el año pasado?",MV2
TXT,En promedio cuanto tiempo se toma usted en transportarse de su casa a su trabajo o lugar de estudio?? Horas,MV2_1
TXT,En promedio cuanto tiempo se toma usted en transportarse de su casa a su trabajo o lugar de estudio?? Minutos,MV2_2
C,"De las opciones contenidas en esta tarjeta, ¿cuáles creé Usted que son las TRES mejores alternativas para mejorar la situación de movilidad en la ciudad? Escoja TRES opciones",MV20_*
N,"En [CIUDAD] está comenzando a funcionar el nuevo Sistema Integrado de Transporte Público, o SITP. ¿Cuál de las siguientes frases refleja mejor lo que Usted conoce sobre el SITP?",MV21
E,"En una escala de 1 a 5, donde 1 es no lo va a solucionar en absoluto y 5 es lo va a solucionar completamente ¿qué tanto cree Usted que el SITP va a solucionar el problema de movilidad de Bogotá?",MV21A
C,"En su opinión, ¿cuáles son los tres principales problemas a los que está expuesto actualmente el MIO?",MV22_*
