Variables,id_label,label
MV13_1,4,Algo satisfecho
MV13_1,5,Muy satisfecho
MV13_1,92,No Sabe / No Responde
MV13_1,93,No responde
MV13_10,1,Muy insatisfecho
MV13_10,2,Algo insatisfecho
MV13_10,3,Ni satisfecho ni insatisfecho
MV13_10,4,Algo satisfecho
MV13_10,5,Muy satisfecho
MV13_10,92,No Sabe / No Responde
MV13_10,93,No responde
MV13_11,1,Muy insatisfecho
MV13_11,2,Algo insatisfecho
MV13_11,3,Ni satisfecho ni insatisfecho
MV13_11,4,Algo satisfecho
MV13_11,5,Muy satisfecho
MV13_11,92,No Sabe / No Responde
MV13_11,93,No responde
MV13_12,1,Muy insatisfecho
MV13_12,2,Algo insatisfecho
MV13_12,3,Ni satisfecho ni insatisfecho
MV13_12,4,Algo satisfecho
MV13_12,5,Muy satisfecho
MV13_12,92,No Sabe / No Responde
MV13_12,93,No responde
MV13_13,1,Muy insatisfecho
MV13_13,2,Algo insatisfecho
MV13_13,3,Ni satisfecho ni insatisfecho
MV13_13,4,Algo satisfecho
MV13_13,5,Muy satisfecho
MV13_13,92,No Sabe / No Responde
MV13_13,93,No responde
MV13_14,1,Muy insatisfecho
MV13_14,2,Algo insatisfecho
MV13_14,3,Ni satisfecho ni insatisfecho
MV13_14,4,Algo satisfecho
MV13_14,5,Muy satisfecho
MV13_14,92,No Sabe / No Responde
MV13_14,93,No responde
MV13_15,1,Muy insatisfecho
MV13_15,2,Algo insatisfecho
MV13_15,3,Ni satisfecho ni insatisfecho
MV13_15,4,Algo satisfecho
MV13_15,5,Muy satisfecho
MV13_16,1,Muy insatisfecho
MV13_16,2,Algo insatisfecho
MV13_16,3,Ni satisfecho ni insatisfecho
MV13_16,4,Algo satisfecho
MV13_16,5,Muy satisfecho
MV13_17,1,Muy insatisfecho
MV13_17,2,Algo insatisfecho
MV13_17,3,Ni satisfecho ni insatisfecho
MV13_17,4,Algo satisfecho
MV13_17,5,Muy satisfecho
MV13_18,1,Muy insatisfecho
MV13_18,2,Algo insatisfecho
MV13_18,3,Ni satisfecho ni insatisfecho
MV13_18,4,Algo satisfecho
MV13_18,5,Muy satisfecho
MV13_18,92,No Sabe / No Responde
MV13_18,93,No responde
MV13_19,1,Muy insatisfecho
MV13_19,2,Algo insatisfecho
MV13_19,3,Ni satisfecho ni insatisfecho
MV13_19,4,Algo satisfecho
MV13_19,5,Muy satisfecho
MV13_2,1,Muy insatisfecho
MV13_2,2,Algo insatisfecho
MV13_2,3,Ni satisfecho ni insatisfecho
MV13_2,4,Algo satisfecho
MV13_2,5,Muy satisfecho
MV13_2,92,No Sabe / No Responde
MV13_2,93,No responde
MV13_20,1,Muy insatisfecho
MV13_20,2,Algo insatisfecho
MV13_20,3,Ni satisfecho ni insatisfecho
MV13_20,4,Algo satisfecho
MV13_20,5,Muy satisfecho
MV13_21,1,Muy insatisfecho
MV13_21,2,Algo insatisfecho
MV13_21,3,Ni satisfecho ni insatisfecho
MV13_21,4,Algo satisfecho
MV13_21,5,Muy satisfecho
MV13_21,92,No Sabe / No Responde
MV13_21,93,No responde
MV13_22,1,Muy insatisfecho
MV13_22,2,Algo insatisfecho
MV13_22,3,Ni satisfecho ni insatisfecho
MV13_22,4,Algo satisfecho
MV13_22,5,Muy satisfecho
MV13_22,92,No Sabe / No Responde
MV13_22,93,No responde
MV13_23,1,Muy insatisfecho
MV13_23,2,Algo insatisfecho
MV13_23,3,Ni satisfecho ni insatisfecho
MV13_23,4,Algo satisfecho
MV13_23,5,Muy satisfecho
MV13_23,92,No Sabe / No Responde
MV13_23,93,No responde
MV13_24,1,Muy insatisfecho
MV13_24,2,Algo insatisfecho
MV13_24,3,Ni satisfecho ni insatisfecho
MV13_24,4,Algo satisfecho
MV13_24,5,Muy satisfecho
MV13_24,92,No Sabe / No Responde
MV13_24,93,No Responde
MV13_3,1,Muy insatisfecho
MV13_3,2,Algo insatisfecho
MV13_3,3,Ni satisfecho ni insatisfecho
MV13_3,4,Algo satisfecho
MV13_3,5,Muy satisfecho
MV13_3,92,No Sabe / No Responde
MV13_3,93,No responde
MV13_4,1,Muy insatisfecho
MV13_4,2,Algo insatisfecho
MV13_4,3,Ni satisfecho ni insatisfecho
MV13_4,4,Algo satisfecho
MV13_4,5,Muy satisfecho
MV13_4,92,No Sabe / No Responde
MV13_4,93,No responde
MV13_5,1,Muy insatisfecho
MV13_5,2,Algo insatisfecho
MV13_5,3,Ni satisfecho ni insatisfecho
MV13_5,4,Algo satisfecho
MV13_5,5,Muy satisfecho
MV13_5,92,No Sabe / No Responde
MV13_5,93,No responde
MV13_6,1,Muy insatisfecho
MV13_6,2,Algo insatisfecho
MV13_6,3,Ni satisfecho ni insatisfecho
MV13_6,4,Algo satisfecho
MV13_6,5,Muy satisfecho
MV13_6,92,No Sabe / No Responde
MV13_6,93,No responde
MV13_7,1,Muy insatisfecho
MV13_7,2,Algo insatisfecho
MV13_7,3,Ni satisfecho ni insatisfecho
MV13_7,4,Algo satisfecho
MV13_7,5,Muy satisfecho
MV13_7,92,No Sabe / No Responde
MV13_7,93,No responde
MV13_8,1,Muy insatisfecho
MV13_8,2,Algo insatisfecho
MV13_8,3,Ni satisfecho ni insatisfecho
MV13_8,4,Algo satisfecho
MV13_8,5,Muy satisfecho
MV13_9,1,Muy insatisfecho
MV13_9,2,Algo insatisfecho
MV13_9,3,Ni satisfecho ni insatisfecho
MV13_9,4,Algo satisfecho
MV13_9,5,Muy satisfecho
MV13_9,92,No Sabe / No Responde
MV13_9,93,No responde
MV14,1,Muy insatisfecho
MV14,2,Algo insatisfecho
MV14,3,Ni satisfecho ni insatisfecho
MV14,4,Algo satisfecho
MV14,5,Muy satisfecho
MV14,92,No Sabe / No Responde
MV14,93,No responde
MV14A_12,1,Mal estado en general de la malla vial/ tienen huecos/ están partidas
MV14A_12,2,La vías permanecen muy congestionadas
MV14A_12,3,Se necesitan arreglos a las vías actuales/ están sin pavimentar
MV14A_12,4,Cuando llueve la vías se llenan de agua/ se inundan
MV14A_12,5,Demora en arreglos/ en las obras
MV14A_12,6,Faltan vías de acceso/ hay pocas vías
MV14A_12,7,No se hace mantenimiento en las vías/Falta mantenimiento
MV14A_12,8,Se dificulta el tránsito de los vehículos/ hay congestión
MV14A_12,9,No hay señalización en la ciudad
MV14A_12,10,No hay organización en las obras/ desorden de obras
MV14A_12,11,Falta vías por pavimentar en la ciudad
MV14A_12,12,Obras inconclusas
MV14A_12,13,Las calles son estrechas
MV14A_12,14,Falta iluminación en las vías
MV14A_12,15,Las vías de la cuidad son muy pequeñas/angostas
MV14A_12,16,"Las obras generan muchos escombros, basura en las vías"
MV14A_12,18,Hay muchas vías cerradas
MV14A_12,19,Solo están buenas las de estrato altos
MV14A_12,20,Las carreteras generan una mala imagen de la ciudad
MV14A_12,21,La administración de la cuidad no mejora las vías
MV14A_12,22,"Algunos aspectos negativos de las vías: ruido, mal olor, no existe cultura ciudadana, no se puede caminar, no hay luz, f"
MV14A_12,23,Todo el dinero lo invierten en TransMilenio
MV14A_12,24,Con la construcción del TransCaribe hay más daño en las vías
MV14A_12,25,Por que se presentan accidentes por el estado de las vías/son inseguras
MV14A_12,26,La construcción de obras genera más trancones
MV14A_12,27,Todavía faltan muchos tramos por terminar de las obras/pavimentar
MV14A_12,28,Por la construcción del MetroPlus se genera desorden
MV14A_12,29,Las vías están buena en buen estado
MV14A_12,30,Muchas obras en construcción
MV14A_12,31,Las calles tiene malos pavimentos
MV14A_12,32,Los carros invaden las vías
MV14A_12,33,Hay mucho polvo
MV14A_12,50,Algunas vías están buenas
MV14A_12,51,Están mejorando/ arreglando las vías
MV14A_12,52,Los andenes están en buen estado
MV14A_12,53,Algunas vías están pavimentadas
MV14A_12,54,Sólo la calle principal está pavimentada
MV14A_12,55,Por el nuevo tráfico otras vías se han dañado
MV14A_12,56,Por abrir unas tuberías dejaron más huecos
MV14A_12,57,Las vías se deterioraron por los arroyos cercanos
MV14A_12,58,Prometen que las van a arreglar pero no cumplen
MV14A_12,59,Las calles están llenas de piedras
MV14A_12,60,Falta inversión en las calles
MV14A_12,61,No se puede caminar por las calles
MV14A_12,62,En planeación las vías aparecen como pavimentadas
MV14A_12,63,Se roban el presupuesto de las vías
MV14A_12,64,Arreglan unas vías y se genera el daño de otras
MV14A_12,65,Las vías generan que los carros tengan que dar más vueltas
MV14A_12,66,Los andenes están en mal estado
MV14A_12,89,Otro. ¿Cuál?
MV14A_12,90,Ninguna
MV14A_12,91,No Recuerda
MV14A_12,92,No Sabe / No Responde
MV14A_12,93,No responde
MV14A_12,94,Cualquiera
MV14A_12,95,Todos
MV14A_12,96,No aplica
MV14A_3,1,Mal estado en general de la malla vial/ tienen huecos/ están partidas
MV14A_3,2,La vías permanecen muy congestionadas
MV14A_3,3,Se necesitan arreglos a las vías actuales/ están sin pavimentar
MV14A_3,4,Cuando llueve la vías se llenan de agua/ se inundan
MV14A_3,5,Demora en arreglos/ en las obras
MV14A_3,6,Faltan vías de acceso/ hay pocas vías
MV14A_3,7,No se hace mantenimiento en las vías
MV14A_3,8,Se dificulta el tránsito de los vehículos/ hay congestión
MV14A_3,9,No hay señalización en la ciudad
MV14A_3,10,No hay organización en las obras/ desorden de obras
MV14A_3,11,Falta vías por pavimentar en la ciudad
MV14A_3,12,Obras inconclusas
MV14A_3,13,Las calles son estrechas
MV14A_3,14,Falta iluminación en las vías
MV14A_3,15,Las vías de la cuidad son muy pequeñas/estrechas
MV14A_3,16,Con la construcción del MetroPlus hay más daño en las vías / arreglan unas y dañan otras
MV14A_3,17,Por que se presentan accidentes por el estado de las vías
MV14A_3,18,Las calles son de mala calidad
MV14A_3,19,Falta hacer andenes para los transeúntes
MV14A_3,20,Los carros se dañan con la cantidad de huecos que hay
MV14A_3,21,Tanta cantidad de vehículos deteriora las calles
MV14A_3,22,"Algunos aspectos negativos de las vías: escombros, son peligrosas, hay partes sin alumbrado, falta inversión."
MV14A_3,23,Todavía faltan muchos tramos por terminar de las obras
MV14A_3,24,Muchas obras en construcción
MV14A_3,25,Las calles se pavimentaron por iniciativa de la comunidad
MV14A_3,26,Las calles tienen policías
MV14A_3,27,Las calles están pavimentadas
MV14A_3,28,No se puede caminar por las calles
MV14A_3,29,Las vías se deterioran por los arroyos cercanos
MV14A_3,30,Demora en arreglar las calles
MV14A_3,31,Prometen que las van a arreglar pero no cumplen
MV14A_3,32,Las empresas privadas se adueñan del espacio público
MV14A_3,33,Las calles están llenas de piedras
MV14A_3,34,Falta inversión en las calles
MV14A_3,35,Están arreglando las vías
MV14A_3,36,Muchas calles sucias
MV14A_3,37,Falta más inversión para mejorar sus vías
MV14A_3,38,Faltan más policías de tránsito
MV14A_3,39,Las vías han mejorado
MV14A_3,40,Contaminación
MV14A_3,41,Realizan mantenimiento a las vías
MV14A_3,42,Hay muchos policías acostados
MV14A_3,43,Los carros invaden las vías
MV14A_3,44,Hay muchas vías cerradas/desvíos
MV14A_3,45,Andenes en mal estado
MV14A_3,46,Hacen falta puentes peatonales
MV14A_3,50,Algunas vías están buenas
MV14A_3,51,Están mejorando/ arreglando las vías
MV14A_3,89,Otro. ¿Cuál?
MV14A_3,90,Ninguna
MV14A_3,91,No Recuerda
MV14A_3,92,No Sabe / No Responde
MV14A_3,93,No responde
MV14A_3,94,Cualquiera
MV14A_3,95,Todos
MV14A_3,96,No aplica
MV14A_45,1,La mayoría de las vías están en buen estado
MV14A_45,2,Están mejorando/ arreglando las vías
MV14A_45,3,Las calles están pavimentadas
MV14A_45,4,Buen flujo del transporte/ son transitables
MV14A_45,5,Les hacen mantenimiento/ están bien cuidadas/ arreglan las vías cuando se dañan
MV14A_45,6,Organización en las vías/ son ordenadas
MV14A_45,7,Buena señalización
MV14A_45,8,Son amplias
MV14A_45,9,Las obras que se están haciendo son buenas
MV14A_45,10,Deben hacer mantenimiento para mantener buenas las calles
MV14A_45,11,Hay buenas vías de acceso
MV14A_45,14,La ciudad ha progresado
MV14A_45,15,Las vías son seguras
MV14A_45,16,Las están colocando bonitas
MV14A_45,17,Hace falta más señalización
MV14A_45,18,Las vías son angostas
MV14A_45,19,Hay mucho tráfico/trancones
MV14A_45,20,Hay inseguridad
MV14A_45,21,Hay desorden/Falta organización
MV14A_45,22,La semaforización es buena
MV14A_45,23,Hace falta vías
MV14A_45,50,Falta semaforización
MV14A_45,51,Hay vías que no están pavimentadas
MV14A_45,52,"Hay zonas de la cuidad que están en mal estado, con huecos"
MV14A_45,53,Deberían hacer más mantenimiento
MV14A_45,54,No terminan de arreglar las vías
MV14A_45,55,Hace falta mejorar el transito
MV14A_45,56,Las calles no tienen por donde caminar
MV14A_45,57,Las calles se inundan
MV14A_45,58,Hay vías de la cuidad que están sin pavimentar / falta pavimentar/mal pavimentadas
MV14A_45,59,Hay mucho trafico/Congestión de carros
MV14A_45,60,No queda barro no se inundan las calles
MV14A_45,61,La ciudad / el barrio se ve con un mejor aspecto
MV14A_45,62,Porque se ven las calles limpias
MV14A_45,63,La comunidad ayudó a pavimentar las vías
MV14A_45,64,Los peatones pueden transitar / pueden caminar
MV14A_45,65,Están pavimentando las vías
MV14A_45,66,Hace falta hacer reparaciones en las vías
MV14A_45,67,Se ha invertido dinero en las vías
MV14A_45,68,Las calles se llenan de piedra / de arena
MV14A_45,89,Otro. ¿Cuál?
MV14A_45,90,Ninguno
MV14A_45,91,Cualquiera
MV14A_45,92,No Sabe / No Responde
MV14A_45,93,No responde
MV14A_45,94,No aplica
MV14A_45,95,Todos
MV14A_45,96,No aplica
MV14A_45,97,Ningún otro
MV15,1,No lo va a mejorar en absoluto
MV15,2,2
MV15,3,3
MV15,4,4
MV15,5,Lo va a mejorar completamente
MV15,92,No Sabe del SETP
MV15A,1,Que mejore la movilidad en la ciudad
MV15A,2,Que se agilicen los desplazamientos
MV15A,3,Que haya menos congestión
MV15A,4,Que se organice el tránsito
MV15A,5,Que cubra toda la ciudad
MV15A,6,Que el pasaje sea más barato
MV15A,7,Que genere empleo para la ciudad
MV15A,8,Que modernice la ciudad
MV15A,9,Que se vea más bonita la ciudad
MV15A,10,Que su construcción sea rápida y bien hecha
MV15A,11,Que sea seguro
MV15A,12,Que favorezca a los estratos bajos
MV15A,13,Que sea cómodo
MV15A,14,Que no contamine
MV15A,15,Que mejore la cultura ciudadana
MV15A,16,Desmejora económica por desempleo
MV15A,17,Más impuestos
MV15A,18,Pobreza
MV15A,19,Más gastos.
MV15A,20,Desacuerdo hacia el metro
MV15A,21,No cree que se vaya a realizar su construcción
MV15A,22,Contaminación
MV15A,23,Corrupción
MV15A,24,Endeudamiento para la ciudad
MV15A,25,Inseguridad
MV15A,26,No cubrirá toda la ciudad
MV15A,27,Que terminaran primero transmilenio
MV15A,28,Se invertirá un dinero que sirve para cosas mas urgentes
MV15A,29,Que se construya
MV15A,30,Mas desorden en la ciudad
MV15A,89,Otro. ¿Cuál?
MV15A,90,Nada
MV15A,92,No Sabe / No Responde
MV15A_CLA,1,Solo expectativas positivas
MV15A_CLA,2,Solo expectativas negativas
MV15A_CLA,3,Expectativas positivas y negativas
MV15A_NE,50,Desmejora económica por desempleo
MV15A_NE,51,Más impuestos
MV15A_NE,52,Pobreza
MV15A_NE,53,Más gastos
MV15A_NE,54,Desacuerdo hacia el metro
MV15A_NE,55,No cree que se vaya a realizar su construcción
MV15A_NE,56,Contaminación
MV15A_NE,57,Corrupción
MV15A_NE,58,Endeudamiento para la ciudad
MV15A_NE,59,Inseguridad
MV15A_NE,60,No cubrirá toda la ciudad
MV15A_NE,61,No espera nada del metro de Bogotá
MV15A_NE,62,Mas congestión en el transito
MV15A_NE,63,Falta de espacio/Infraestructura
MV15A_NE,64,Se debe solucionar primero los inconvenientes con transmilenio
MV15A_NE,65,Hambre
MV15A_NE,66,Mas vías dañadas
MV15A_NE,67,Dañarían sectores de la ciudad/No hay infraestructura
MV15A_NE,68,Sera muy costoso
MV15A_NE,69,Mayor rivalidad entre los medios de transporte
MV15A_NE,70,Mucho desorden/caos
MV15A_NE,71,Poco espacio para transitar
MV15A_NE,72,No cree alcanzar a conocerlo
MV15A_NE,73,Se ve difícil/es una gran inversión
MV15A_NE,89,Otros
MV15A_NE,90,Ninguno
MV15A_NE,91,No Recuerda
MV15A_NE,92,No Sabe / No Responde
MV15A_NE,93,No responde
MV15A_NE,94,Cualquiera
MV15A_NE,95,Todos
MV15A_NE,96,No aplica
MV15A_PO,1,Que mejore la movilidad en la ciudad
MV15A_PO,2,Que se agilicen los desplazamientos
MV15A_PO,3,Que haya menos congestión
MV15A_PO,4,Que se organice el tránsito
MV15A_PO,5,Que cubra toda la ciudad
MV15A_PO,6,Que el pasaje sea más barato
MV15A_PO,7,Que genere empleo para la ciudad
MV15A_PO,8,Que modernice la ciudad
MV15A_PO,9,Que se vea más bonita la ciudad
MV15A_PO,10,Que su construcción sea rápida y bien hecha
MV15A_PO,11,Que sea seguro
MV15A_PO,12,Que favorezca a los estratos bajos
MV15A_PO,13,Que sea cómodo
MV15A_PO,14,Que no contamine
MV15A_PO,15,Que mejore la cultura ciudadana
MV15A_PO,16,Que hagan el metro en Bogotá
MV15A_PO,17,Que mejore la calidad de vida
MV15A_PO,18,Se realice pronto
MV15A_PO,19,Sea mejor que transmilenio
MV15A_PO,20,Vías modernas
MV15A_PO,21,Mas empleo
MV15A_PO,22,Mas organización
MV15A_PO,23,Es un buen proyecto para la ciudad / Una buena solución
MV15A_PO,24,Más progreso (Para la ciudad / En transporte)
MV15A_PO,25,Que saquen los buses viejitos
MV15A_PO,26,Que mejore el transporte / Buen servicio para todos
MV15A_PO,27,Que mejoren las vías
MV15A_PO,28,Cobertura en los municipios aledaños
MV15A_PO,29,Que no genere tanto impuesto
MV15A_PO,30,No opina nada / Le es indiferente
MV15A_PO,31,Que no deje tanto conductor desempleado
MV15A_PO,89,Otro. ¿Cuál?
MV15A_PO,90,Nada
MV15A_PO,91,No Recuerda
MV15A_PO,92,No Sabe / No Responde
MV15A_PO,93,No responde
MV15A_PO,94,Cualquiera
MV15A_PO,95,Todos
MV15A_PO,96,No aplica
MV15B_NE,1,Desmejora económica por desempleo
MV15B_NE,2,Más impuestos
MV15B_NE,3,Pobreza
MV15B_NE,4,Más gastos
MV15B_NE,5,Desacuerdo hacia el sistema de Metrolínea
MV15B_NE,6,No cree que se vaya a realizar su construcción
MV15B_NE,7,Contaminación
MV15B_NE,8,Corrupción
MV15B_NE,9,Endeudamiento para la ciudad
MV15B_NE,10,Inseguridad
MV15B_NE,11,No cubrirá toda la ciudad
MV15B_NE,89,Otra. ¿Cuál?
MV15B_PO,1,Que mejore la movilidad en la ciudad
MV15B_PO,2,Que se agilicen los desplazamientos
MV15B_PO,3,Que haya menos congestión
MV15B_PO,4,Que se organice el tránsito
MV15B_PO,5,Que cubra toda la ciudad
MV15B_PO,6,Que el pasaje sea más barato
MV15B_PO,7,Que genere empleo para la ciudad
MV15B_PO,8,Que modernice la ciudad
MV15B_PO,9,Que se vea más bonita la ciudad
MV15B_PO,10,Que su construcción sea rápida y bien hecha
MV15B_PO,11,Que sea seguro
MV15B_PO,12,Que favorezca a los estratos bajos
MV15B_PO,13,Que sea cómodo
MV15B_PO,14,Que no contamine
MV15B_PO,15,Que mejore la cultura ciudadana
MV15B_PO,89,Otra. ¿Cuál?
MV16,1,Mejoró mucho
MV16,2,Mejoró algo
MV16,3,Sigue igual
MV16,4,Empeoró algo
MV16,5,Empeoró mucho
MV16,92,No Sabe / No Responde
MV17,1,"Mejor servicio que el de buses, busetas y colectivos"
MV17,2,"Igual servicio que el de buses, busetas y colectivos"
MV17,3,"Peor servicio que el de buses, busetas y colectivos"
MV17,92,No Sabe / No Responde
MV17A,1,Si
MV17A,2,No
MV17A,92,No Sabe / No Responde
MV17B,1,Si
MV17B,2,No
MV17B,92,No Sabe / No Responde
MV18_1,1,Muy insatisfecho
MV18_1,2,Algo insatisfecho
MV18_1,3,Ni satisfecho ni insatisfecho
MV18_1,4,Algo satisfecho
MV18_1,5,Muy satisfecho
MV18_1,92,No Sabe / No Responde
MV18_10,1,Muy insatisfecho
MV18_10,2,Algo insatisfecho
MV18_10,3,Ni satisfecho ni insatisfecho
MV18_10,4,Algo satisfecho
MV18_10,5,Muy satisfecho
MV18_10,92,No Sabe / No Responde
MV18_11,1,Muy insatisfecho
MV18_11,2,Algo insatisfecho
MV18_11,3,Ni satisfecho ni insatisfecho
MV18_11,4,Algo satisfecho
MV18_11,5,Muy satisfecho
MV18_11,92,No Sabe / No Responde
MV18_12,1,Muy insatisfecho
MV18_12,2,Algo insatisfecho
MV18_12,3,Ni satisfecho ni insatisfecho
MV18_12,4,Algo satisfecho
MV18_12,5,Muy satisfecho
MV18_12,92,No Sabe / No Responde
MV18_13,1,Muy insatisfecho
MV18_13,2,Algo insatisfecho
MV18_13,3,Ni satisfecho ni insatisfecho
MV18_13,4,Algo satisfecho
MV18_13,5,Muy satisfecho
MV18_13,92,No Sabe / No Responde
MV18_14,1,Muy insatisfecho
MV18_14,2,Algo insatisfecho
MV18_14,3,Ni satisfecho ni insatisfecho
MV18_14,4,Algo satisfecho
MV18_14,5,Muy satisfecho
MV18_14,92,No Sabe / No Responde
MV18_15,1,Muy insatisfecho
MV18_15,2,Algo insatisfecho
MV18_15,3,Ni satisfecho ni insatisfecho
MV18_15,4,Algo satisfecho
MV18_15,5,Muy satisfecho
MV18_15,92,No Sabe / No Responde
MV18_16,1,Muy insatisfecho
MV18_16,2,Algo insatisfecho
MV18_16,3,Ni satisfecho ni insatisfecho
MV18_16,4,Algo satisfecho
MV18_16,5,Muy satisfecho
MV18_16,92,No Sabe / No Responde
MV18_17,1,Muy insatisfecho
MV18_17,2,Algo insatisfecho
MV18_17,3,Ni satisfecho ni insatisfecho
MV18_17,4,Algo satisfecho
MV18_17,5,Muy satisfecho
MV18_17,92,No Sabe / No Responde
MV18_18,1,Muy insatisfecho
MV18_18,2,Algo insatisfecho
MV18_18,3,Ni satisfecho ni insatisfecho
MV18_18,4,Algo satisfecho
MV18_18,5,Muy satisfecho
MV18_18,92,No Sabe / No Responde
MV18_19,1,Muy insatisfecho
MV18_19,2,Algo insatisfecho
MV18_19,3,Ni satisfecho ni insatisfecho
MV18_19,4,Algo satisfecho
MV18_19,5,Muy satisfecho
MV18_19,92,No Sabe / No Responde
MV18_2,1,Muy insatisfecho
MV18_2,2,Algo insatisfecho
MV18_2,3,Ni satisfecho ni insatisfecho
MV18_2,4,Algo satisfecho
MV18_2,5,Muy satisfecho
MV18_3,1,Muy insatisfecho
MV18_3,2,Algo insatisfecho
MV18_3,3,Ni satisfecho ni insatisfecho
MV18_3,4,Algo satisfecho
MV18_3,5,Muy satisfecho
MV18_3,92,No Sabe / No Responde
MV18_4,1,Muy insatisfecho
MV18_4,2,Algo insatisfecho
MV18_4,3,Ni satisfecho ni insatisfecho
MV18_4,4,Algo satisfecho
MV18_4,5,Muy satisfecho
MV18_4,92,No Sabe / No Responde
MV18_5,1,Muy insatisfecho
MV18_5,2,Algo insatisfecho
MV18_5,3,Ni satisfecho ni insatisfecho
MV18_5,4,Algo satisfecho
MV18_5,5,Muy satisfecho
MV18_5,92,No Sabe / No Responde
MV18_6,1,Muy insatisfecho
MV18_6,2,Algo insatisfecho
MV18_6,3,Ni satisfecho ni insatisfecho
MV18_6,4,Algo satisfecho
MV18_6,5,Muy satisfecho
MV18_6,92,No Sabe / No Responde
MV18_7,1,Muy insatisfecho
MV18_7,2,Algo insatisfecho
MV18_7,3,Ni satisfecho ni insatisfecho
MV18_7,4,Algo satisfecho
MV18_7,5,Muy satisfecho
MV18_7,92,No Sabe / No Responde
MV18_8,1,Muy insatisfecho
MV18_8,2,Algo insatisfecho
MV18_8,3,Ni satisfecho ni insatisfecho
MV18_8,4,Algo satisfecho
MV18_8,5,Muy satisfecho
MV18_8,92,No Sabe / No Responde
MV18_9,1,Muy insatisfecho
MV18_9,2,Algo insatisfecho
MV18_9,3,Ni satisfecho ni insatisfecho
MV18_9,4,Algo satisfecho
MV18_9,5,Muy satisfecho
MV18_9,92,No Sabe / No Responde
MV19_1,1,Muy mal
MV19_1,2,2
MV19_1,3,3
MV19_1,4,4
MV19_1,5,Muy bien
MV19_1,92,No Sabe / No Responde
MV19_2,1,Muy mal
MV19_2,2,2
MV19_2,3,3
MV19_2,4,4
MV19_2,5,Muy bien
MV19_2,92,No Sabe / No Responde
MV19_3,1,Muy mal
MV19_3,2,2
MV19_3,3,3
MV19_3,4,4
MV19_3,5,Muy bien
MV19_3,92,No Sabe / No Responde
MV19_4,1,Muy mal
MV19_4,2,2
MV19_4,3,3
MV19_4,4,4
MV19_4,5,Muy bien
MV19_4,92,No Sabe / No Responde
MV19_5,1,Muy mal
MV19_5,2,2
MV19_5,3,3
MV19_5,4,4
MV19_5,5,Muy bien
MV19_6,1,Muy mal
MV19_6,2,2
MV19_6,3,3
MV19_6,4,4
MV19_6,5,Muy bien
MV19_7,1,Muy mal
MV19_7,2,2
MV19_7,3,3
MV19_7,4,4
MV19_7,5,Muy bien
MV19_8,1,Muy mal
MV19_8,2,2
MV19_8,3,3
MV19_8,4,4
MV19_8,5,Muy bien
MV19_9,1,Muy mal
MV19_9,2,2
MV19_9,3,3
MV19_9,4,4
MV19_9,5,Muy bien
MV19A_1,1,Muy Insatisfecho
MV19A_1,2,2
MV19A_1,3,3
MV19A_1,4,4
MV19A_1,5,Muy satisfecho
MV19A_1,92,No Sabe / No Responde
MV19A_2,1,Muy Insatisfecho
MV19A_2,2,2
MV19A_2,3,3
MV19A_2,4,4
MV19A_2,5,Muy satisfecho
MV19A_2,92,No Sabe / No Responde
MV19A_3,1,Muy Insatisfecho
MV19A_3,2,2
MV19A_3,3,3
MV19A_3,4,4
MV19A_3,5,Muy satisfecho
MV19A_3,92,No Sabe / No Responde
MV19A_4,1,Muy Insatisfecho
MV19A_4,2,2
MV19A_4,3,3
MV19A_4,4,4
MV19A_4,5,Muy satisfecho
MV19A_4,92,No Sabe / No Responde
MV1A,1,Trabaja o estudia en Yumbo
MV1A,2,Trabaja o estudia en Cali
MV1A,3,Trabaja o estudia en otro municipio
MV1A,89,Otro Cuál?_______________________
MV1B,1,Empleado
MV1B,2,Empleador (es patrón)
MV1B,3,Por cuenta propia
MV1C,1,Está buscando trabajo
MV1C,2,No está buscando trabajo
MV2,1,Lo mismo
MV2,2,Más tiempo
MV2,3,Menos tiempo
MV2,92,No Sabe / No Responde
MV2,96,No Aplica
MV20,1,Incentivar el cambio de horarios de ingreso y salida de los trabajadores en las empresas
MV20,2,Mejorar los semáforos de la ciudad
MV20,3,Fortalecer el Sistema Integrado de Transporte Público SITP
MV20,4,Promover el uso del Sistema Integrado de Transporte Público SITP
MV20,5,Construir más troncales de Transmilenio
MV20,6,Hacer un metro para Bogotá
MV20,7,Incentivar que la gente comparta los vehículos
MV20,8,Arreglar las vías de la ciudad
MV20,9,Construir más Ciclorutas
MV20,10,Mejorar el respeto ciudadano por las normas de tránsito
MV20,11,Volver a poner pico y placa en toda la ciudad
MV20,12,Ampliar el horario del pico y placa
MV20,13,Ponerle pico y placa a las motos
MV20,14,Cobrar por entrar a ciertas zonas o vías
MV20,15,Implementar el Sistema Integrado de Transporte SITP
MV20,16,Construir autopistas urbanas con peajes
MV20,17,Hacer un tranvía o metro ligero en la carrera 7a
MV21,1,"Usted entiende bien cómo funciona el SITP, y sabe cómo usarlo desde ya"
MV21,2,"Usted conoce que existe el SITP, pero no sabría cómo usarlo"
MV21,3,Usted ni siquiera ha escuchado hablar del SITP
MV21A,1,No lo va a solucionar en absoluto
MV21A,2,2
MV21A,3,3
MV21A,4,4
MV21A,5,Lo va a solucionar completamente
MV22,1,"La competencia que le hacen los buses, busetas y colectivos"
